text,class,cleaned_text,original_length,cleaned_length
Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,negative,nokia u.s. shares were 3.3 percent lower at 12.73 by 1750 gmt,15,12
"Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models .",negative,nokia shares hit 13.21 euros on friday down 50 percent from the start of the year in part because of the slow introduction of touch screen models,28,27
Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .,negative,operating profit decreased to euro 11.2 million from euro 16.6 million,12,11
"Operating profit decreased to nearly EUR 1.7 mn , however .",negative,operating profit decreased to nearly euro 1.7 million however,11,9
Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,negative,operating profit fell to euro 20.3 million from euro 74.2 million in the second quarter of 2008,18,17
Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .,negative,operating profit in the fourth quarter fell to eur33m from eur39m a year earlier,15,14
"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",negative,operating profit totaled euro 6.7 million down from euro 7.2 million in the corresponding period in 2005,19,17
"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .",negative,operating profit totalled euro 1.22 million down from euro 3.56 million in the first quarter of 2008,19,17
"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",negative,operating profit totalled euro 30.2 million down from euro 43.8 million a year earlier,16,14
"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .",negative,operating profit was euro 0.1 million down from euro 1.3 million,13,11
"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",negative,profit for the period was euro 10.9 million down from euro 14.3 million in 2009,17,15
Talentum 's net sales in September were smaller than expected .,negative,talentum net sales in september were smaller than expected,11,9
The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .,negative,the company said that sales in the three months to the end of march slid to eur86.4 us 113.4 from eur91.2 last year,29,23
The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,negative,the operating margin of aker yards cruise ferries division went down from 8.3 to 6.4 in the first quarter of 2007,25,21
The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .,negative,the total capital of funds managed by the bank decreased by 28 to euro 284mn by the end of september 2008,23,21
"The apartment block will be well-located , in easy reach of the city center and close to both a school and kindergarten .",positive,the apartment block will be well located in easy reach of the city center and close to both a school and kindergarten,23,22
"The antibody , administered at repeated doses of up to 8 mg-kg , was generally well tolerated , and the pharmacokinetic characteristics of BTT-1023 in psoriasis patients were consistent with those observed in a previously completed study in rheumatoid arthritis RA patients .",neutral,the antibody administered at repeated doses of up to mg kg was generally well tolerated and the pharmacokinetic characteristics of btt 1023 in psoriasis patients were consistent with those observed in a previously completed study in rheumatoid arthritis ra patients,43,40
"Currently , the company foresees its pre-tax profit to remain below the 2009 level when it reached EUR 700,000 USD 934,000 , compared with previous projections of a slightly better pre-tax profit .",negative,currently the company foresees its pre tax profit to remain below the 2009 level when it reached euro 700000 usd 934000 compared with previous projections of a slightly better pre tax profit,33,32
Our superior customer centricity and expertise in digital services set us apart from our competitors .,positive,our superior customer centricity and expertise in digital services set us apart from our competitors,16,15
"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",negative,according to the company in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008,20,18
"Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant , according to the company .",negative,changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the kauhava plant according to the company,27,25
"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",negative,in the building and home improvement trade sales decreased by 6.3 totalling euro 154.1 million,19,15
"In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn .",negative,in the building and home improvement trade sales decreased by 22.5 to euro 201.4 million,18,15
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",negative,finnish suominen corporation that makes wipes nonwovens and flexible packaging expects changes in the market situation to reduce sales of suominen nonwovens and wet wipes from the previously estimated volumes,35,30
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,negative,the net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative,24,23
Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,negative,sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006 07,25,25
"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",negative,the steelmaker said that the drop in profit was explained by the continuing economic uncertainty mixed with the current drought in bank lending resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations,44,41
"Nokia 's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt .",negative,nokia share price fell less than one percent to 18.70 euros 25.41 in helsinki while siemens shares fell 1.02 percent to 90.19 euros 122.57 in frankfurt,35,26
In February the Elcoteq group sold its St Petersburg facility ; according to unconfirmed information the reason could have been supply problems because of the Russian customs service .,negative,in february the elcoteq group sold its st petersburg facility according to unconfirmed information the reason could have been supply problems because of the russian customs service,29,27
